pred,true,score
rayigvbb,rayitvbb,7
sgvquxix,ftiqhxjg,2
wgqiwytq,whqiwysd,5
gdgsszhp,tdtsfzdy,3
yjgxwolq,lrgpjbph,1
aaoqkgwp,aaoqkgwc,7
gnhfchhy,tnuslhdg,2
eomlmyup,rozymyvc,3
gjjepgcq,tewzygok,1
yedbbfff,lrqbcfsf,3
rfkdrgwn,efxdrgwn,6
zzeenkdm,zzeenkzm,7
qxwgguue,qkwgguue,7
mdaxvsui,mqnxvsui,6
hvcdwagd,uvpdinkq,2
msjeehdg,msjzvumg,4
gkxkdyui,gkxxdyui,7
bvhnzolp,ovunmold,4
cmqovvpc,pzqbivcl,2
uwikweum,hvvkwrsm,3
ipwarlwm,vpjaetwe,3
alydyulp,allqyucx,4
wcecrsdr,wcecrfze,5
mhqawhtq,zuqnwhky,3
gupzezqy,ghpzezmy,6
rscewltb,ewcevykb,3
popvvvia,cnpiivej,2
skwjhnlb,fkwwhalb,5
yuepeqeq,luepvmeh,4
ruggjghm,rhgtrgvz,3
bawkthga,bnwkgvtn,3
avwrvbwd,aiweiojv,2
kcmojhqf,xpzbwhds,1
ysecdlez,ywecqtrz,4
bkgmtpqi,bxtmtcqv,4
rxumuvuj,rxumuvvj,7
biarsxma,oiaekxzn,3
sndqmxbt,saqddxog,2
gietzigd,tirtmigi,4
cngvwtlc,patiigly,1
vclczbib,vpypzbvb,4
ukwhzzvm,ukwhqavm,6
bswrlzap,ofwrlzap,6
wcmkbcvl,wcmxoyjy,3
gnhuppwz,gnhuppwi,7
bduovvlr,bquovjdr,5
isslbywb,vjsyblwf,3
svvrjydg,fvvejtzg,4
kpfqrevz,xcsderim,0
msedydgc,mseqldty,4
zohroqsa,zohrbmfa,5
fkmkoqhl,fkmkoqqh,6
prvrzieh,peiezveg,3
gsdjlxgb,gwdjyxxo,4
rsdikbyb,esdikbpf,5
bmelcmil,bmrlpmjg,4
aqliacco,aqyvapbo,4
ppsdljlr,ppfdljcw,5
ajyofgtq,aelbsgkd,2
efmqjsrc,ewzqjsnc,5
smvfvsew,fzifvsew,5
ulvvezsc,uyviimsk,3
bnxalzdq,onxaymdq,5
mlsajhjq,zlfnwvjq,3
yketqxge,lkrtdxxi,3
bcmojqpq,oqzbwdbq,1
kapkwvxc,kapkwiou,5
ezofbcez,ezofocrj,5
gaokjxec,gmopjxek,5
afeajhei,aseajhni,6
acoohhup,apbohhhp,5
qtjtiqpb,dtjgiqpb,6
upxanivr,uyxanvje,4
pplluwgb,pyylhwkb,4
qvwksvae,qvjxsinj,3
rwcsrclr,ewcfrccw,4
rfggfcfc,rsggfbfh,5
kglweghm,kgljigve,4
piepzqgf,pirpzqkf,6
uzwkjcuy,hzjxjpuy,4
wtecfxtf,wgrpfkss,2
mfobjqjl,zfobimju,4
aoajkqax,aonjxdak,4
qcgfuggi,qctfugxi,6
rniorulb,rnvoehco,3
wcsczatr,wcscqnkw,4
qngvrugv,qngirugi,6
myarulve,mlaehlrj,3
yzyxfxun,lzlksshn,2
fvkpohhu,fikpbuhu,5
vsjspgrb,vjjsltab,4
hfltzbza,uwltzoaa,4
fqhfoqgl,fqhsodgl,6
dyaxrxlr,dynxrxcj,5
qusdvavq,dhsdvaeq,5
ssdokhaa,ffdokvaa,5
dvtdzcuz,qvtqdkum,3
wwgquqhl,wjtqhdlt,2
bgkfkhwq,bgkfkueu,5
kzxmdrvp,kmxzqeip,3
admludse,nqzyuqfw,1
rdccnvvx,rqpcmijk,2
ebilmbqp,eoiymbzp,5
vuckfcgd,vhpkfckx,4
glcqzwtp,glpddwkl,3
kinonxma,xiaonxnx,4
pbwkkggp,cbwkggfy,4
qnrlcfhv,darycfuv,4
nnhqlpem,anhqykre,3
ykeocqgl,lxeopmxg,2
fgsijygg,sgsijytg,6
bryjtatq,beyjtnxq,5
vdwyppqh,idwycpmh,5
xyqpfvwq,xydpsvwu,5
keorgpgh,keoegpgu,6
hhijevmq,uhiwevad,4
dpprpyrp,dpcelyrc,4
znaeyjun,zaaeyjun,7
ztxdlfum,mtxdlfsz,5
ksorlald,xsoryall,5
edgqngme,edtqagav,4
adacgolq,ndnpgolu,4
wnkdtbwc,waxdgbwf,4
ubqnebub,uodarbuf,3
gddacmuc,tdqnczup,3
xspbzhgb,kjcomvkb,1
akqrqgld,nxqeqtph,2
qkghrzhh,dkgdrzhu,5
uzwmuyla,uzjmugla,6
bbicoyux,ooipbyuk,3
ssiajleu,ssvajyet,5
agiesbfq,nhvmfksd,0
soitbhcb,sbiybhco,5
kkjfkypp,xxjfxypp,5
schikhel,schixung,4
dzkhkydp,dzkhxgzp,5
rkdrchhe,rkdrphij,5
knjtzyyx,xnjgzypk,4
dubhyrur,qhbulrhr,3
zpdkpwum,zpqkljfm,4
kbguzlke,koghzlke,6
ksmetgba,xszrtgba,5
dstfpoiz,qfgscorm,1
ctitiylo,pgigilps,2
pkqjzwgp,ckqwdwkx,3
qnuvuzhu,qnuvhehi,5
idlafmrz,vqyakmar,2
cyakamia,plakamvn,4
braqomvr,oendoewr,2
uvxvuzwo,uikiunwo,4
ahzakcqh,nuzagcdu,3
vbwvkzyx,ibwikalk,3
bsvlaiel,osilairk,4
komokymn,xombxymn,5
ajhvkqgo,aruigmxs,1
bcuwvhrz,bcuwvuee,5
tfhizsgz,gfuimfkz,3
kvcjjpem,kicwjprm,5
kradfzlv,xraqsmci,2
isbdnhly,vwoqauly,2
qosknbyp,dofkabcx,3
gbiekyuu,gbizxlfu,4
biflfvhm,bislkvum,5
wbohpksp,wobhpxsc,4
ythrzqdl,yghemddt,3
yflmoyhl,lflmolug,4
qrireulc,devrevpp,2
erdumgxa,rrdhmtbs,3
qkpfgcll,qkpsgpyg,4
rvdlznim,rvqlqavm,4
enwaserz,enwnxeaz,5
uvcpwfdl,uippifqh,3
cvqyeevc,ciqyvrwl,3
qcqgxnhl,qpdtknhh,3
zohhehup,zouhrhrq,4
snvomwbu,szibmwbv,4
qxkqsvdp,dkxqfvdp,4
pkzivqsb,pkmivdff,4
fbhakloz,sountgoe,1
kxrcssuo,kxrpssuo,7
bwzraala,ovmzwnce,0
gsjokcla,gjjbxpcf,2
fncdtccz,fncqtpoz,5
qgyvkqce,qgyikqoi,5
qgvrnxqi,qtienkqi,4
awgjbggo,nwtibttf,2
qswriqtv,dwjeizkv,2
wdkirnto,wdxiraso,5
lxjufxio,ycwhfxjf,2
uhqqwmue,hhqqjzsv,3
asbopnhz,awoocnhz,5
pdnuzggz,pqauqgxm,3
yzajezdy,ymnwreql,1
zplazhte,mpynqufj,1
bqqhvvga,bqqhvixs,5
rulguhib,ehyghurb,2
bratzvdz,oeagzimz,3
sbeseaal,soesvaah,5
rklpdndz,rkypqamm,3
mfgenchc,zfgeacyy,4
kngbqqxa,kagbdmos,3
bzcyuegc,ozclhrty,2
qbhqqhgc,qbuqdutp,3
jsejsmry,wfejfral,2
bphnhmhv,ophauzti,2
bjpxhmeq,brckhzru,2
lkashgbl,lkashgbt,7
ipldzlxq,ipldzloh,6
ballnlbq,bmylntby,4
gaskprby,gnfkqeox,2
ufppjqvc,ufppjdwr,5
vbsvzqtd,iofizmkv,1
ifhwapdz,vwhjncdq,2
vpvazejc,ipiamrjk,3
lbkhfull,ybkhwvcu,3
ucqmivdb,ucdziimb,4
slquavua,syquavua,7
wchjbwgq,wchwbjgh,5
anavzuyp,aaavdupl,4
rnlkbmdb,eayxoeqb,1
ngpirjhs,atpiejif,3
cieucyal,cvrucyah,5
acukacul,ncuxncwh,3
vdlmqsei,vqyzdfev,2
qhwhcygq,dhjuplgd,2
fzuytmma,fmuygeza,4
vaayjbub,vnnywofx,2
xndikxim,xnqixxer,4
rgdpsdmz,rtdcsdmm,5
isaanjhr,isannjie,5
ysdsfwjp,lfqssjsk,1
romjyqta,ebzjldsn,1
sckajwmg,fcknjwat,4
scnieesb,scaiewfb,5
lbsbewul,ybfbvjfg,2
yesjlrly,yeswleyl,4
wfzhctuy,wsmhpkuy,4
zohtzbne,mougzoaj,2
gsmqulwm,gfmdhpwr,3
gxxxpgvu,gxkxpgit,5
kdsnhdlr,xqfahqyw,1
qnfvzige,dnsiqvsi,1
uurquwvq,hhedhwvh,2
zfcgywhm,zfcgyjvz,5
kfytoccy,xfytoxol,4
kygokcvh,kytbxoiu,2
mtvlfshh,mgiyjfmh,2
rgxrdqhy,etkeqdul,0
giehjgqy,gieuwtzl,3
vyokkbgc,vyokxbtp,5
bvkjyrlp,bvxjyeyx,4
gfgpnjxc,tftcnwot,2
pgpahuur,cgcauvhr,3
bcwloiho,bcwybvuo,4
ezarzedh,rmarzrmh,4
zyhfbpac,zlhsopnp,3
baclrruc,oaplrrhp,4
gkeypqhh,txrlyqwh,2
zzohnglp,zzohatly,5
wiflbkhw,jifloxlj,3
yghndjhz,yghadwvw,4
bbogkrhh,ooogtrih,4
fvgszabl,sigfqabg,3
asfutfup,nffhtfhl,3
anclflbb,ancyftbb,6
qqhvhgci,ddhiutbv,1
uzoyccga,hzolpckm,3
frodddee,srbqqqer,2
qfhwondr,dfuwonme,4
bggebwwl,bgtzbjwl,5
aqcqvhuy,nqcqivhy,4
kzxadmvp,xmxaqmip,4
wkhgzqin,jxhtmdja,1
wckplibl,wpxcyibg,3
yedcbxim,yrdcbxvz,5
vcqqnkdb,ipqdakdf,3
judkqqvd,wuqkdzrq,2
bspoedtz,ofpbedtd,4
rrkorydx,rrkorlqx,6
jfccgrhz,jjppteye,1
pesjtkyp,crsjtxdc,3
qrzgfgyc,drmtfgyc,5
baqrwhlx,badrjhyt,4
ghzihvlz,guziuvcm,4
rcmfncpq,epzfncbq,4
rfshzpun,ewfuqpfn,2
ibfhzcoz,vofhzooz,5
zskugvuf,mwxhgvyf,3
isuguliz,ijuguyve,4
xzqhwfgr,xmquwsgj,4
kufdxfdw,kufdxfdj,7
bfwrcqlr,ofjepqpj,2
yvpxzmmh,yvcxqmmu,5
kgmggwub,xtmggjdf,3
fdidomta,fdiqbrkn,3
ullvwzdm,ulyvizme,4
qaidwvxa,dzidwion,3
ufgyzhiy,hfgyquvl,3
xhqbbbtc,xhdbobxc,5
qefvzhgv,defimuxi,2
yndoxsli,yndoxfpv,5
vlasverq,iyafverd,4
pzwmebtc,czjzebfp,3
ksijbxfm,xsvjbksv,3
kfhtfyyx,kwugslyk,2
hlwsdbtq,hljfdbxd,4
irkpnhdt,vexcnhzt,3
fgjowxta,sgwowxga,5
dolinhdx,dnlinhmt,5
vaalehta,ianyeufn,2
jsjoegrc,wjjorgac,4
jcvgunie,jpitharr,1
fkggfzel,skggfrru,4
czlqnegc,czydartp,2
eyzwjxyc,elzwwkly,3
bzyltgpb,omylttbb,4
urwjntdc,urwwntdx,6
fzztzypc,fmzgmycp,3
vhamzqlz,vunzmdce,1
brhymuld,oehydupu,3
pdqyyyta,pddlllxn,2
wdducbrp,jqdhpoal,1
znzlzkgo,mnmlmxks,2
zxbjbshb,mxojbjds,3
yehkygba,yeukytbn,5
wypqfqii,jycdfqev,3
qxqbgvgg,qkqbtitt,3
yhvlrmdl,yuvyrmzk,4
yupgfmvm,yucgsrjz,3
ibjufllm,ibwuftce,4
baathgbi,bznthtoi,4
kfhtldhz,kshgydqm,3
gleihxbc,glrvuxbt,4
ysiogwwp,lfvotwep,3
kymofcur,klzofphr,4
vvpfebev,ivcfrori,2
kypirpql,xlpvrpqg,4
nksnxbur,nxfnxohr,4
gzhnuvgb,gmuauitb,3
qfullqjd,qfulldfi,5
pjeubyxo,ceeublof,3
bdidvkup,bqidikdp,5
yfxffiwp,yjkfsvwc,3
glzkvsgc,tyzxvsty,3
gyakjpma,tynxjczs,2
pxskqvhz,ckfxqidu,1
ecgtcuxz,ecttcuov,5
rryancgq,eeynaofi,1
cmglfprr,cmtyscrr,4
afqgvqrz,awqgvqre,6
qswrrqtr,qjjeeqkr,3
auqmevgv,nuqmeisv,5
rnhkdapc,rnhkqnoc,5
upyyzfuq,ucyymffh,4
gliubpxa,glihocoa,4
ksadvvez,ksnqvirm,3
iydyngrl,ilqlagrl,4
kvgabxop,kvtabkbp,5
ekhsxgfc,ryhsxgsu,4
erewfgxq,reewwgoh,3
dldtzwwz,dyqtmjsm,2
uboyymip,hobllmip,3
sfjorsrv,ssjbrfnv,4
bsfgbxsa,bffgofsa,5
fohjcvql,fburlvqk,3
kxdthhsz,kgdtuvsz,5
upplzpqo,hppympqs,4
fnfjpzhe,snfwlzhv,4
qghvwhtq,dguvwuku,3
hzgjzpky,hzgjzpxl,6
rsjcwklt,efjpwxpt,3
duacbghr,quncbgir,5
znpmzuue,zacmzuue,6
ebgufqbl,rbtuszbh,3
vdmqfxeu,idmqskru,4
ytsuzgum,ltsumgue,5
itlnckyr,igyapxcr,2
wbaspggc,jbaslgtk,4
vyrbchin,iyrbpuvn,4
eekkkcyc,eekkkccy,6
hddgchqx,hqdtphmx,4
gokufsbr,tokhfsoj,4
biagwqll,bingjdll,5
heglfhtd,uetlshgd,4
fusmsadq,fuszfnmd,3
fdykoqgq,fdykomth,5
uhwcuytq,hhjcuykq,5
skiskqml,skisxqmh,6
uszrcjqb,hszepjms,3
zhjdukhr,mhjqukqr,5
vikdmldq,vikdmyqq,6
hvcvnmdb,uipvnrmo,2
anhneatq,nnuneatu,5
ugyigtqu,ugyigxmg,5
ukkodxch,uckoqkph,4
ygyqhzlp,ytydhnyl,3
zxgdjhvq,zktdjhid,4
pbhgkbhp,pohgxbiy,4
waduiyhq,wnqhvlzu,1
kvtbneae,xvtoaenj,3
ptqlzpgp,ptqymcfp,4
wlamdetn,jlnmqrtn,4
cywraxdc,cljeaxqx,3
eompbgeu,rbzcxgrg,1
ffgvfqxo,fsgifdos,3
irfpvvvc,iescviiz,2
pxwmwxvr,ckwzjkjj,1
ydskgwbq,yqskgwou,5
tnikzygr,gnixmlke,2
saszrswo,fnfmefwo,2
kfqlvmlp,ksqliryl,3
qlhwzebl,dyhwqeby,4
ukpkckdr,hkpkpxme,3
zyaluguu,myalutsh,4
zfhwbbqp,zjhwbbzc,5
bcgfwhtd,bptswhsu,3
rxygbhsb,rkygbiso,5
msaefpil,zwnrspey,1
jjakjcla,weakjccf,4
sbzmtqtq,fbzmtzxq,5
zykwcppa,zlkjpcph,3
gnsocodc,gmfbpoqk,2
yzectqun,lmepgddn,2
wexfyysp,jrxfylfc,3
wzzmzcuq,wzmzqpsk,2
cwhwvvda,cwuwvvmr,5
wckswexq,wpksjrou,3
pkggvaqt,cxggvazt,5
ydcrevvx,ldcrmiix,4
pikhkyhp,cvxhkyvp,4
qrjrsxfa,qrwejkas,2
wwgqbkrp,wwgqokrp,7
hmkufqac,hmxhsday,3
vieedjgw,viredwfj,4
fvsaazhh,fisanmqu,3
zsmjusab,zwmwhsnb,4
uxszgvdc,uksztiqk,3
isirbltd,vjvrbtxt,2
fgcwkypa,stpwkccr,2
jgdozger,wtdbmgnj,2
avtrhbiq,nvtehovq,4
ngedtpul,ageqtphg,4
iyzqmuxd,vlzdzubh,2
udkhzydc,hdxhzldp,4
geflpnto,geslcafs,3
bklgfhqq,bxltfhdd,4
fwkkfltq,fikxslgu,3
uafucceb,uafupkno,4
fuolulgz,suoyhlxm,3
btsjoqxb,bgswoqox,4
byerfhxr,byerfuoj,5
gudnesum,tuqarfgm,2
gcgmjlei,gctmwlrv,4
sljovqmb,fljbizmb,4
yleatdta,yyeatdsn,5
edjqkytq,eqwdxysq,3
ukggqpeh,ukgtqpru,5
szamrjvq,fmnmrjvd,4
wceazpuq,wcenmcsx,3
qakanqwv,dzkaaqwi,4
yzmckeop,yzzctwoc,4
brzweyoc,oemweyou,4
atmamleh,ngzamlrg,3
oflppjve,ofyccwej,2
yugcfggg,yhtcfgtt,4
anjscglb,aajscglb,7
mwukuvvb,mwukuivf,6
dzmgwnum,dzmtwnuz,6
scakuhka,scakuuxf,5
yyminlhe,lymiayij,3
irydsgez,vrlqfsrm,1
rvksxzck,rvkfxmbx,4
zsokhbbp,mjbxhbox,2
qfkynioq,qjkynioy,6
vsxbzltq,vfxbmljq,5
bioxbnhx,bibxonvt,4
brwrkedu,bewekrmh,3
amfokmwq,nmsbkmwq,5
gzjkoygq,tzjxbyxx,3
laxrbpaq,laxrbpnq,7
lcvjvvda,ycijivza,4
kdogrqla,kdbgrzdf,4
qqoyvqgq,qqbyidxh,3
cvhakpek,cvunkkrt,3
gbdnftub,toqnfgub,4
odymfoqz,bqyzxodm,2
mticjqvc,ztipvdwc,3
wjovubgq,wjoiubtu,5
ldeceglp,ydepeglx,5
afkgtxtq,awxtgkgx,1
biqdflle,oiqqslke,4
kdsomgll,xdsomgpt,5
wggrcghh,jgtecgvu,3
docheciz,qocuroez,3
qsqnmwuq,qwdnmwud,5
krlmjvvz,krlmjivz,7
ktsizphq,ktfidpiq,5
fqgaxvcc,fdgaxvcp,6
vxwksqeb,igjxszeb,3
gfhzzmun,twuzzzun,4
akskfsgi,nkfxfffi,3
ulgozfbe,hlgozfov,5
ucqgziuf,upqtdiyf,4
vyzccbyp,ilmcpbcy,2
ftiwcyka,ftvjypbs,2
aesvloux,aefvybhk,3
ylyhfygc,yllufygc,6
fgmezwsz,ftmzqjfm,2
fggrfgwc,fttrftjp,3
tektwbta,tektjbxa,6
zqbnmfdo,mdbnmjms,3
mbscvgyp,zbscigcy,4
khctaqtc,xucgaqxc,4
bbytfblk,boytfoct,4
bxwpthip,oljcgury,0
dclrchwo,ddlrchjo,6
eeganvuq,rrganvjq,5
gvclrhlr,gvpleuyw,3
yktgpnum,ykttlnhz,4
vdpbzzdb,vdcoqrqo,2
zgzjprbc,mtmwleok,0
yxqmyegl,ykqmyrgk,5
fdidbyun,sdiqolun,4
wsckrzbl,jsckemot,3
xrobjjwe,kroojwjr,3
uopllqie,uoclldrr,4
kxireclz,xkvrepcm,2
pzwckbuc,cmjpxbjd,1
isfsszhz,ifffsemm,3
yecrvgwb,yrprigwo,4
uzgrcrrr,umtecrae,3
eeykcywq,reyxpljq,3
yzpkcusz,ympkchse,5
dnojkoqz,qnbwkomz,4
lpkmrpro,lckmrcnf,4
ucdbooza,upqooona,4
bxqoxhbd,oxqbxhov,4
vbnujcht,vbnujplg,5
bcmugwgi,opmhtwxi,3
cbwyayiy,pmwyryiy,5
hwgkkcip,hwtkkorc,4
wvkasxrq,jvknffaq,3
rsojzthn,rsojmgjn,5
wgoajtkq,wgbajxxq,5
pmgauhwa,pzgauvwa,6
wczudggq,jceudgth,4
egaevkgp,rtneikky,2
vykakkyb,vykaxxpf,4
hkhmkdsc,hxuzxmfz,1
qvakswlc,qinksjcy,3
eaoqmhvk,eabqmhwk,6
miygkyhq,mvltkyqu,3
vcgrwvgx,vpgrjigk,4
byahkfvp,blnhkfvc,5
encwnutl,rnpjnsxt,2
wfyrfegl,jflefegt,4
csecrqlb,pwecrqpb,5
tzixcyla,gmixckcf,3
koeglgwq,xbeglgwh,5
ukskbndb,uxfkbnmo,4
hgsygzpd,hgfygzpy,6
kdgulhur,kqtuluuj,4
ucpkfyle,ucpksllr,5
cvglnuli,cvglnhpi,6
uucfwbha,hhpfjorn,1
axeduxql,nxrdukmt,3
piwkbggq,piwxbgfk,5
rrffxwdn,refskjda,3
kmxbcqbl,xmkbpqbg,4
pnhaagga,pauaaggn,5
vbzjnjgu,iozwnwti,2
bswopqli,bfjoyqci,4
gpsicxin,tdfvckva,1
psshkblq,psshgbpd,5
mqmbovaq,mqzbbvau,5
pnhcuklq,pnhcuxci,5
fsdmexiz,ffqmrxiz,5
uzijzsta,hzvjqffa,3
wbjrnsdc,wbwrafdx,4
znxdacga,znxdnctn,5
gszgelll,tjztillg,3
wfkrebiq,wfkrebik,7
yvxdfxum,yixqfkfm,4
vssrtbqd,vsfrtozi,4
kyxakpgq,kyxaxpsh,5
qgklxsgv,qgkyxsgv,7
flkhlyey,slkuylel,3
iagvwgec,iatiwtak,3
quagumjc,duaghmwu,4
scmgcsds,scmgpszs,6
blpmaqlr,blpmadcw,5
gaxyzmgc,gakyqmtx,4
yfofnfwm,lsofasjr,2
bswjqsqq,oswjqsmd,5
oakozqca,bzkbzqpn,3
uwmijqzr,himdwdnj,1
zsshznub,mwshznqo,4
kxdrdqrp,kxqrdqrc,6
vrajzeuo,venjzjls,3
zseesqhn,zweexqdn,5
dtkmrbwo,dtkzeowf,4
zosqaeac,zosdaeak,6
bimjhlvq,oizwhlvq,5
dumfbcqe,qumsbpzw,3
roxrdewn,eokrdewa,5
kparomel,kpaebzey,4
znfczxiz,zascqkvm,2
rupecnge,ehpecntw,4
juzgzmum,wumgmmum,5
bhsrzqht,ohseqdgt,3
gccieugg,gppieugt,5
fbbiqrjq,sbovqjwq,3
vsbtnjuz,ijbtnwtm,3
bkwqtahh,bkwqtaqu,6
rrhmeytn,reumrysa,3
yfuktawa,lsukgawj,4
ippkayez,vcpkalez,5
wjsajxgd,wefajkty,3
boeqqhth,boeqqhsv,6
bqwmthvq,bqwmguvq,6
gfwkvbqm,tsjkvoqi,3
npadkeir,apadgrvj,3
akvsqjdp,akvfqwqp,5
yfprgbhl,lsprgoqu,3
gjjwvyan,gwjivyan,6
roalcquo,ebalymgs,2
dftjzbwv,qjtwmbwv,4
eacqfhlh,rapqsulu,3
acmovgvm,npmoigwm,4
egjlecvz,egjlicwz,6
rvteobdb,rvtroodo,5
bksazrqp,bksndrql,5
clpqrevq,clcqrrjv,4
zzxojgtq,zmkojttd,4
pxsafelh,pxsnsrli,4
kdkuxqpd,xdxhxdoi,2
ziprnuhr,miprnhue,4
zkxrjlxu,zgxrjlxg,6
uaisbrcq,haixorbd,3
dmgonyrc,dmgonlac,6
kngklnuq,kagxyndq,4
qtkufypl,qgkhsyct,3
hgsecuap,uhfrlunc,1
tasxwgwb,gaskvgjs,3
rdyayhdd,rdlnyudu,4
larcomgb,lnrcoitb,5
wliczivc,jlipdijp,3
klxjlqgl,xlxjldtt,4
ekekrclq,ekrprccu,4
ozgybxdk,omgyokdx,4
ppmjecan,ppzjrcnn,5
vbqpjbaf,vbqcjbns,5
gzuouggz,gmhohgtm,3
llcyjwul,ldcywwwg,4
azetthqa,amrtthqa,6
yndrfbuc,laqewbhc,2
ugwoohhq,hgwobuvh,3
kbqgkfhp,kbqggsip,5
kujfsxib,xhwfsxib,5
wamchnbl,wzzchaog,3
akarublr,axaehbcw,3
baqpflhi,baqpflhi,8
gkcizwla,gkcimwya,6
gbefknvq,gorftnvd,4
psbabxml,cjoabxzt,3
fuyjxfga,fhywkfke,3
wrsaukdp,jesnukzp,4
jsliceub,jjlvyrib,3
bsesbiwb,ojrfciws,2
anadcmhn,anadczqs,5
vkylbgus,vyylogws,5
rlpmzzgd,rlpmmnsy,4
baopbldt,oaocbyzg,3
ruslnhdn,ruslahdn,7
qcnppmgp,qpnpcnky,3
upermxdt,upermfmg,5
gadodvem,gadodvwz,6
akzhvdtl,ayzuidsg,3
jzajussr,wmnwhfsr,2
kcyvomlp,xcliorpk,2
vdlbjydn,idyowlda,2
kysmhhlr,xlsmhulw,4
ucqphidr,hpqpuvqj,2
lcwhngup,lpwungup,6
fzsjdcta,fzswqctn,5
yihmljcv,yihzywpi,3
wnjoebtq,wajbebxu,4
kreffzie,krefsmiw,5
qahhvhmc,dnhhihal,3
axznmvdb,ngmnmidb,4
rusjriwb,ehswrijb,4
sbirhjdr,sovehwqr,3
rlvtdila,ryigdvpn,2
zparklta,zpaexyfa,4
abkdfbxz,abkdsboe,5
piikzsgc,civkmsgg,4
buarasup,ouaensrc,3
balwziez,bmlwdvae,3
hikwogsc,uvxjbgof,1
wrktsbva,wrxtsbrn,5
gtibbsaa,tgvbbsnq,3
zhzwlpib,zuzwycif,4
srajssec,feawsfex,3
gielpbrb,girypbaf,4
qkiwfsso,dkiwsfsf,4
bcofjxqp,bcofwkmy,4
usrpfwhb,usrpswif,5
kfavxzgr,kwnvxrkw,3
arfgtsvb,nrfttjvb,5
ydmyghqp,lqmytuqc,3
vnwoculz,injbcgcm,2
wnzkzwhz,wnzxmfym,3
grenkgez,terattam,0
bgegegiq,btrtrtvh,1
ejqykcqc,redlkpmc,2
xzzppbld,kzmpcopv,2
htwraqwq,hgwenmwu,3
ckhgwzgc,cxugwrxu,3
rzdgvsuc,ezqtvsup,4
koxnzpun,xoxnmpua,5
sadmwjqv,sndmwjdi,5
izsmrlta,izfmrlsa,6
udmfsmmi,udmfsemi,7
guppbeue,ghccoruj,2
awjkvqvb,nijkidif,2
cutiajud,cutimjhd,6
bgaivxgd,btaiisgy,4
gffucplk,gfshcppt,4
uoinzdum,hbvamqum,2
rktulpqj,ekghlpdj,4
bkqjwpsm,bkqjwpse,7
bldievwq,bydieijq,5
qkamfblp,dknmjbpl,3
qtasabgz,dgnfnbkr,1
phsjooyr,phfwoblj,3
kgypxmpz,kuypxmcu,5
dnedtwlz,qardgwpm,2
wuumbzua,jhumozia,4
fdwasgac,sqwastac,5
kuppucub,khpcupib,4
udhswkdr,hqhswsdw,4
pzgoecgq,pzgbvbgq,5
ncshnphp,nqsuncdl,3
dccvulpb,dqcvutco,4
peguthwa,crghtuja,3
bfracbge,osrapbkj,3
dnrvrzqi,dnevrrmi,5
rudqvrqh,ruddvrzu,5
kpopfuir,xcopfive,3
rftfyydn,rjgslyda,3
kdaaejeq,xqaaejeh,5
uibourpo,hibbhrps,4
vkeukdah,ixehkqau,3
bfwdjpap,bfjdipny,4
wbmelbvp,jbmzybry,3
rkyawxcr,rxynjkow,2
fucdzeun,fhcqmehn,4
irjraqja,vrwraqef,4
qswmhqiv,qwjmhqiv,6
usmnrgqe,usmnetze,5
bgbozeoh,buoodrou,3
schlqqne,spuldzaj,2
lcajaogb,lcnwaota,4
pamflzdb,cnzfyzms,2
dykhwbib,dlkhwoeb,5
vcwmxnum,vdwmxahm,5
azzjcfua,nzzjcsyr,4
bawsluoz,omwfyior,2
csfkrsac,psskrsnp,4
zromqehv,zrozdeui,4
qokukgnr,qoxuxgnw,5
eldllnmi,ryqllaav,2
bkikbhve,bkixowjj,3
udpkwmrz,hdcxiaar,1
wcecfxgh,jcecsxkh,5
mumosxvu,zumosxvg,6
rccvudta,rpcvumsf,4
egejoyay,etrjoynl,4
kxiuluwe,kpvuyhjw,2
rskhuvhf,rfxhhvvf,4
gtbheaxd,tgouinbq,0
vqaknvhp,vqaxnvvg,5
vggomtuh,igtoztsv,3
qtgmuppm,dgtmupbm,4
vpgoupvi,vpgbupri,6
unlxzqta,halpmqxf,2
qsbxdygl,dwbkqlgt,2
xgpokphi,xgpbxpsv,4
yohqxwsb,ybudkjso,2
ffckcyyp,swpkplly,1
pumlkeud,chzykrux,2
drckgkdf,decxtxds,3
snwkuvgr,fnwkhjgj,4
xbirbtgq,xoiroggq,5
axsmfuyr,akfmsipr,3
gadqzjwy,gaqqmwjl,3
gnhkzygh,gahxzytv,4
ppekchua,pprxcuun,4
brffzqeh,bessmdrg,1
acgoxjgp,apgogwxk,3
gesgvmjc,grstvewl,3
uskcuqll,hfxphqyg,1
cloteagc,clbtrasl,4
gijoamld,tiwonmyq,3
rlorhluq,elonhyhq,4
fwmeabsa,swzrnosa,3
upamzmvo,hpnzdres,1
vxakfijt,ixaxfijg,5
vwpkuddr,iwpkhmqj,3
wilrequq,wilriqud,6
qnnhbpgc,qanubcsp,3
rtyunmcn,rtyuanow,4
czafcszp,pmnscsml,2
doafvnre,qansvani,1
qbgofydc,dbtbjcqc,2
vcykwglb,ipyxwtcs,2
bcuoqtwa,bchbqgwa,5
zzkkrfba,mzkkrsbr,5
vchnewlt,vcharwlt,6
krgfochc,kegsbolu,2
baagjwqp,bantjfzc,3
boonzoyb,oobazolo,3
pspafplq,cfpafpyq,5
frhrahkq,frhenhkd,5
zkoltala,zkbltnyn,4
